w,all_sample,one_sample1,one_sample2,50_sample,100_sampe
7.614,673.997109956,1227.07139931,1041.82903836,713.744313841,650.325548813
7.616,674.383873015,1227.86566936,1042.59331075,714.085117048,650.690953979
7.618,674.770930619,1228.66034259,1043.35796066,714.426233145,651.056612275
7.62,675.15828277,1229.45541901,1044.12298809,714.767662134,651.4225237
7.622,675.545929468,1230.25089861,1044.88839305,715.109404014,651.788688253
7.624,675.933870712,1231.04678138,1045.65417552,715.451458785,652.155105935
7.626,676.322106503,1231.84306734,1046.42033551,715.793826447,652.521776746
7.628,676.71063684,1232.63975648,1047.18687302,716.136507,652.888700686
7.63,677.099461723,1233.4368488,1047.95378804,716.479500444,653.255877755
7.632,677.488581153,1234.2343443,1048.72108059,716.82280678,653.623307952
7.634,677.87799513,1235.03224298,1049.48875066,717.166426006,653.990991278
7.636,678.267703653,1235.83054484,1050.25679825,717.510358124,654.358927733
7.638,678.657706722,1236.62924989,1051.02522335,717.854603133,654.727117317
7.64,679.048004338,1237.42835811,1051.79402598,718.199161033,655.09556003
7.642,679.4385965,1238.22786952,1052.56320612,718.544031824,655.464255872
7.644,679.829483209,1239.0277841,1053.33276378,718.889215506,655.833204842
7.646,680.220664464,1239.82810187,1054.10269897,719.234712079,656.202406942
7.648,680.612140266,1240.62882282,1054.87301167,719.580521543,656.57186217
7.65,681.003910614,1241.42994695,1055.64370189,719.926643899,656.941570527
7.652,681.395975509,1242.23147426,1056.41476963,720.273079145,657.311532012
7.654,681.78833495,1243.03340475,1057.18621489,720.619827283,657.681746627
7.656,682.180988938,1243.83573842,1057.95803767,720.966888312,658.052214371
7.658,682.573937472,1244.63847527,1058.73023797,721.314262232,658.422935243
7.66,682.967180553,1245.4416153,1059.50281579,721.661949043,658.793909244
7.662,683.36071818,1246.24515852,1060.27577112,722.009948745,659.165136374
7.664,683.754550353,1247.04910491,1061.04910398,722.358261338,659.536616633
7.666,684.148677073,1247.85345449,1061.82281436,722.706886822,659.90835002
7.668,684.54309834,1248.65820724,1062.59690225,723.055825198,660.280336537
7.67,684.937814153,1249.46336318,1063.37136767,723.405076464,660.652576182
7.672,685.332824512,1250.2689223,1064.1462106,723.754640622,661.025068956
7.674,685.728129418,1251.0748846,1064.92143105,724.104517671,661.397814859
7.676,686.12372887,1251.88125008,1065.69702902,724.454707611,661.770813891
7.678,686.519622869,1252.68801874,1066.47300452,724.805210442,662.144066051
7.68,686.915811414,1253.49519058,1067.24935753,725.156026164,662.517571341
7.682,687.312294506,1254.3027656,1068.02608806,725.507154777,662.891329759
7.684,687.709072144,1255.11074381,1068.80319611,725.858596281,663.265341306
7.686,688.106144329,1255.91912519,1069.58068167,726.210350677,663.639605982
7.688,688.50351106,1256.72790976,1070.35854476,726.562417963,664.014123787
7.69,688.901172338,1257.5370975,1071.13678537,726.914798141,664.38889472
7.692,689.299128162,1258.34668843,1071.9154035,727.26749121,664.763918783
7.694,689.697378533,1259.15668254,1072.69439914,727.62049717,665.139195974
7.696,690.09592345,1259.96707983,1073.47377231,727.973816021,665.514726294
7.698,690.494762913,1260.7778803,1074.25352299,728.327447763,665.890509743
7.7,690.893896923,1261.58908395,1075.0336512,728.681392396,666.266546321
7.702,691.29332548,1262.40069078,1075.81415692,729.035649921,666.642836027
7.704,691.693048583,1263.21270079,1076.59504016,729.390220336,667.019378863
7.706,692.093066232,1264.02511398,1077.37630092,729.745103643,667.396174827
7.708,692.493378428,1264.83793036,1078.1579392,730.10029984,667.77322392
7.71,692.893985171,1265.65114991,1078.939955,730.455808929,668.150526142
7.712,693.294886459,1266.46477265,1079.72234832,730.811630909,668.528081493
7.714,693.696082295,1267.27879857,1080.50511916,731.16776578,668.905889972
7.716,694.097572677,1268.09322766,1081.28826752,731.524213542,669.283951581
7.718,694.499357605,1268.90805994,1082.0717934,731.880974195,669.662266318
7.72,694.90143708,1269.7232954,1082.85569679,732.23804774,670.040834184
7.722,695.303811101,1270.53893404,1083.63997771,732.595434175,670.419655179
7.724,695.706479668,1271.35497586,1084.42463614,732.953133502,670.798729303
7.726,696.109442783,1272.17142086,1085.2096721,733.311145719,671.178056555
7.728,696.512700443,1272.98826905,1085.99508557,733.669470828,671.557636937
7.73,696.91625265,1273.80552041,1086.78087657,734.028108828,671.937470447
7.732,697.320099404,1274.62317495,1087.56704508,734.387059719,672.317557086
7.734,697.724240704,1275.44123268,1088.35359111,734.746323501,672.697896854
7.736,698.12867655,1276.25969359,1089.14051466,735.105900175,673.07848975
7.738,698.533406943,1277.07855767,1089.92781573,735.465789739,673.459335776
7.74,698.938431883,1277.89782494,1090.71549432,735.825992194,673.84043493
7.742,699.343751369,1278.71749539,1091.50355043,736.186507541,674.221787214
7.744,699.749365401,1279.53756902,1092.29198406,736.547335779,674.603392626
7.746,700.15527398,1280.35804583,1093.0807952,736.908476908,674.985251167
7.748,700.561477105,1281.17892582,1093.86998387,737.269930928,675.367362836
7.75,700.967974777,1282.00020899,1094.65955006,737.631697839,675.749727635
7.752,701.374766996,1282.82189535,1095.44949376,737.993777641,676.132345562
7.754,701.78185376,1283.64398488,1096.23981499,738.356170334,676.515216618
7.756,702.189235072,1284.4664776,1097.03051373,738.718875918,676.898340803
7.758,702.596910929,1285.28937349,1097.82158999,739.081894394,677.281718117
7.76,703.004881333,1286.11267257,1098.61304378,739.44522576,677.66534856
7.762,703.413146284,1286.93637483,1099.40487508,739.808870018,678.049232131
7.764,703.821705781,1287.76048026,1100.1970839,740.172827167,678.433368832
7.766,704.230559825,1288.58498888,1100.98967024,740.537097207,678.817758661
7.768,704.639708415,1289.40990068,1101.7826341,740.901680138,679.202401619
7.77,705.049151551,1290.23521567,1102.57597548,741.26657596,679.587297706
7.772,705.458889234,1291.06093383,1103.36969438,741.631784673,679.972446921
7.774,705.868921464,1291.88705517,1104.16379079,741.997306278,680.357849266
7.776,706.27924824,1292.71357969,1104.95826473,742.363140773,680.743504739
7.778,706.689869562,1293.5405074,1105.75311619,742.72928816,681.129413341
7.78,707.100785431,1294.36783828,1106.54834516,743.095748438,681.515575072
7.782,707.511995846,1295.19557235,1107.34395166,743.462521606,681.901989932
7.784,707.923500808,1296.0237096,1108.13993567,743.829607666,682.288657921
7.786,708.335300317,1296.85225003,1108.9362972,744.197006617,682.675579038
7.788,708.747394371,1297.68119363,1109.73303625,744.56471846,683.062753285
7.79,709.159782973,1298.51054042,1110.53015283,744.932743193,683.45018066
7.792,709.57246612,1299.34029039,1111.32764692,745.301080817,683.837861164
7.794,709.985443814,1300.17044355,1112.12551853,745.669731333,684.225794797
7.796,710.398716055,1301.00099988,1112.92376766,746.038694739,684.613981558
7.798,710.812282842,1301.83195939,1113.72239431,746.407971037,685.002421449
7.8,711.226144176,1302.66332209,1114.52139847,746.777560226,685.391114468
7.802,711.640300056,1303.49508796,1115.32078016,747.147462306,685.780060616
7.804,712.054750482,1304.32725702,1116.12053937,747.517677277,686.169259893
7.806,712.469495455,1305.15982925,1116.9206761,747.888205139,686.558712299
7.808,712.884534975,1305.99280467,1117.72119034,748.259045892,686.948417834
7.81,713.299869041,1306.82618327,1118.52208211,748.630199537,687.338376497
7.812,713.715497653,1307.65996505,1119.32335139,749.001666072,687.72858829
7.814,714.131420812,1308.49415001,1120.12499819,749.373445499,688.119053211
7.816,714.547638518,1309.32873815,1120.92702251,749.745537817,688.509771261
7.818,714.964150769,1310.16372947,1121.72942436,750.117943026,688.900742439
7.82,715.380957568,1310.99912398,1122.53220372,750.490661126,689.291966747
7.822,715.798058913,1311.83492166,1123.3353606,750.863692117,689.683444184
7.824,716.215454804,1312.67112253,1124.138895,751.237035999,690.075174749
7.826,716.633145242,1313.50772657,1124.94280692,751.610692772,690.467158443
7.828,717.051130226,1314.3447338,1125.74709635,751.984662437,690.859395266
7.83,717.469409756,1315.1821442,1126.55176331,752.358944992,691.251885218
7.832,717.887983834,1316.01995779,1127.35680779,752.733540439,691.644628298
7.834,718.306852457,1316.85817456,1128.16222979,753.108448776,692.037624508
7.836,718.726015627,1317.69679451,1128.9680293,753.483670005,692.430873846
7.838,719.145473344,1318.53581764,1129.77420634,753.859204125,692.824376313
7.84,719.565225607,1319.37524395,1130.58076089,754.235051136,693.218131909
7.842,719.985272416,1320.21507345,1131.38769296,754.611211039,693.612140634
7.844,720.405613772,1321.05530612,1132.19500256,754.987683832,694.006402487
7.846,720.826249675,1321.89594197,1133.00268967,755.364469516,694.40091747
7.848,721.247180124,1322.73698101,1133.8107543,755.741568092,694.795685581
7.85,721.668405119,1323.57842323,1134.61919645,756.118979558,695.190706821
7.852,722.089924661,1324.42026862,1135.42801612,756.496703916,695.58598119
7.854,722.511738749,1325.2625172,1136.23721331,756.874741165,695.981508688
7.856,722.933847384,1326.10516896,1137.04678802,757.253091305,696.377289315
7.858,723.356250565,1326.9482239,1137.85674024,757.631754336,696.77332307
7.86,723.778948293,1327.79168202,1138.66706999,758.010730258,697.169609954
7.862,724.201940567,1328.63554332,1139.47777726,758.390019072,697.566149967
7.864,724.625227388,1329.4798078,1140.28886204,758.769620776,697.962943109
7.866,725.048808755,1330.32447547,1141.10032435,759.149535372,698.35998938
7.868,725.472684669,1331.16954631,1141.91216417,759.529762858,698.75728878
7.87,725.896855129,1332.01502033,1142.72438151,759.910303236,699.154841308
7.872,726.321320136,1332.86089754,1143.53697638,760.291156505,699.552646965
7.874,726.746079689,1333.70717793,1144.34994876,760.672322665,699.950705751
7.876,727.171133788,1334.55386149,1145.16329866,761.053801716,700.349017666
7.878,727.596482434,1335.40094824,1145.97702608,761.435593658,700.74758271
7.88,728.022125627,1336.24843817,1146.79113102,761.817698491,701.146400883
7.882,728.448063366,1337.09633128,1147.60561348,762.200116216,701.545472184
7.884,728.874295651,1337.94462757,1148.42047346,762.582846831,701.944796614
7.886,729.300822483,1338.79332704,1149.23571096,762.965890338,702.344374173
7.888,729.727643861,1339.6424297,1150.05132597,763.349246736,702.744204861
7.89,730.154759786,1340.49193553,1150.86731851,763.732916025,703.144288678
7.892,730.582170257,1341.34184454,1151.68368856,764.116898205,703.544625623
7.894,731.009875275,1342.19215674,1152.50043614,764.501193276,703.945215698
7.896,731.437874839,1343.04287212,1153.31756123,764.885801238,704.346058901
7.898,731.86616895,1343.89399067,1154.13506385,765.270722091,704.747155233
7.9,732.294757607,1344.74551241,1154.95294398,765.655955836,705.148504694
7.902,732.723640811,1345.59743733,1155.77120163,766.041502471,705.550107284
7.904,733.152818561,1346.44976543,1156.5898368,766.427361998,705.951963002
7.906,733.582290858,1347.30249671,1157.40884949,766.813534416,706.35407185
7.908,734.012057701,1348.15563117,1158.2282397,767.200019725,706.756433826
7.91,734.44211909,1349.00916881,1159.04800743,767.586817925,707.159048931
7.912,734.872475026,1349.86310964,1159.86815268,767.973929016,707.561917165
7.914,735.303125509,1350.71745364,1160.68867545,768.361352998,707.965038527
7.916,735.734070538,1351.57220083,1161.50957574,768.749089871,708.368413019
7.918,736.165310113,1352.42735119,1162.33085354,769.137139636,708.772040639
7.92,736.596844235,1353.28290474,1163.15250887,769.525502291,709.175921389
7.922,737.028672903,1354.13886147,1163.97454171,769.914177838,709.580055267
7.924,737.460796118,1354.99522137,1164.79695208,770.303166276,709.984442273
7.926,737.89321388,1355.85198446,1165.61973996,770.692467605,710.389082409
7.928,738.325926187,1356.70915073,1166.44290536,771.082081825,710.793975674
7.93,738.758933042,1357.56672018,1167.26644829,771.472008936,711.199122067
7.932,739.192234442,1358.42469282,1168.09036873,771.862248938,711.604521589
7.934,739.62583039,1359.28306863,1168.91466669,772.252801832,712.01017424
7.936,740.059720883,1360.14184762,1169.73934217,772.643667616,712.41608002
7.938,740.493905923,1361.0010298,1170.56439517,773.034846292,712.822238929
7.94,740.92838551,1361.86061515,1171.38982568,773.426337858,713.228650966
7.942,741.363159643,1362.72060369,1172.21563372,773.818142316,713.635316133
7.944,741.798228323,1363.58099541,1173.04181928,774.210259665,714.042234428
7.946,742.233591549,1364.4417903,1173.86838236,774.602689905,714.449405852
7.948,742.669249321,1365.30298838,1174.69532295,774.995433036,714.856830405
7.95,743.10520164,1366.16458964,1175.52264107,775.388489058,715.264508086
7.952,743.541448506,1367.02659408,1176.3503367,775.781857972,715.672438897
7.954,743.977989918,1367.88900171,1177.17840985,776.175539776,716.080622836
7.956,744.414825876,1368.75181251,1178.00686053,776.569534472,716.489059904
7.958,744.851956381,1369.61502649,1178.83568872,776.963842058,716.897750101
7.96,745.289381432,1370.47864365,1179.66489443,777.358462536,717.306693427
7.962,745.72710103,1371.342664,1180.49447766,777.753395905,717.715889882
7.964,746.165115174,1372.20708753,1181.32443841,778.148642165,718.125339465
7.966,746.603423865,1373.07191423,1182.15477668,778.544201316,718.535042178
7.968,747.042027102,1373.93714412,1182.98549247,778.940073359,718.944998019
7.97,747.480924886,1374.80277719,1183.81658578,779.336258292,719.355206989
7.972,747.920117216,1375.66881344,1184.6480566,779.732756116,719.765669088
7.974,748.359604093,1376.53525287,1185.47990495,780.129566832,720.176384315
7.976,748.799385516,1377.40209548,1186.31213082,780.526690439,720.587352672
7.978,749.239461485,1378.26934127,1187.1447342,780.924126937,720.998574157
7.98,749.679832001,1379.13699024,1187.97771511,781.321876325,721.410048771
7.982,750.120497064,1380.0050424,1188.81107353,781.719938605,721.821776514
7.984,750.561456673,1380.87349773,1189.64480947,782.118313777,722.233757386
7.986,751.002710828,1381.74235625,1190.47892293,782.517001839,722.645991387
7.988,751.44425953,1382.61161794,1191.31341392,782.916002792,723.058478516
7.99,751.886102779,1383.48128282,1192.14828242,783.315316637,723.471218774
7.992,752.328240574,1384.35135088,1192.98352844,783.714943372,723.884212161
7.994,752.770672915,1385.22182212,1193.81915198,784.114882999,724.297458677
7.996,753.213399803,1386.09269654,1194.65515304,784.515135517,724.710958322
7.998,753.656421237,1386.96397414,1195.49153161,784.915700926,725.124711096
8.0,754.099737218,1387.83565492,1196.32828771,785.316579226,725.538716998
8.002,754.543347745,1388.70773888,1197.16542133,785.717770417,725.95297603
8.004,754.987252819,1389.58022603,1198.00293246,786.119274499,726.36748819
8.006,755.431452439,1390.45311635,1198.84082112,786.521091473,726.782253479
8.008,755.875946606,1391.32640986,1199.67908729,786.923221337,727.197271896
8.01,756.320735319,1392.20010654,1200.51773099,787.325664093,727.612543443
8.012,756.765818578,1393.07420641,1201.3567522,787.728419739,728.028068118
8.014,757.211196384,1393.94870946,1202.19615093,788.131488277,728.443845923
8.016,757.656868737,1394.82361569,1203.03592718,788.534869706,728.859876856
8.018,758.102835636,1395.69892509,1203.87608095,788.938564026,729.276160918
8.02,758.549097081,1396.57463769,1204.71661224,789.342571237,729.692698108
8.022,758.995653073,1397.45075346,1205.55752105,789.74689134,730.109488428
8.024,759.442503612,1398.32727241,1206.39880738,790.151524333,730.526531877
8.026,759.889648697,1399.20419454,1207.24047123,790.556470218,730.943828454
8.028,760.337088328,1400.08151986,1208.0825126,790.961728993,731.36137816
8.03,760.784822506,1400.95924835,1208.92493148,791.36730066,731.779180995
8.032,761.23285123,1401.83738003,1209.76772789,791.773185218,732.197236959
8.034,761.681174501,1402.71591488,1210.61090181,792.179382667,732.615546051
8.036,762.129792318,1403.59485292,1211.45445326,792.585893007,733.034108273
8.038,762.578704682,1404.47419414,1212.29838222,792.992716238,733.452923623
8.04,763.027911592,1405.35393854,1213.14268871,793.39985236,733.871992102
8.042,763.477413049,1406.23408612,1213.98737271,793.807301374,734.29131371
8.044,763.927209052,1407.11463688,1214.83243423,794.215063278,734.710888447
8.046,764.377299602,1407.99559082,1215.67787327,794.623138074,735.130716312
8.048,764.827684698,1408.87694794,1216.52368983,795.031525761,735.550797307
8.05,765.27836434,1409.75870825,1217.36988391,795.440226338,735.97113143
8.052,765.729338529,1410.64087173,1218.21645551,795.849239807,736.391718682
8.054,766.180607265,1411.5234384,1219.06340463,796.258566167,736.812559063
8.056,766.632170547,1412.40640824,1219.91073126,796.668205419,737.233652572
8.058,767.084028375,1413.28978127,1220.75843542,797.078157561,737.654999211
8.06,767.53618075,1414.17355748,1221.6065171,797.488422594,738.076598978
8.062,767.988627672,1415.05773686,1222.45497629,797.899000519,738.498451875
8.064,768.441369139,1415.94231943,1223.30381301,798.309891334,738.9205579
8.066,768.894405154,1416.82730518,1224.15302724,798.721095041,739.342917054
8.068,769.347735715,1417.71269412,1225.00261899,799.132611639,739.765529336
8.07,769.801360822,1418.59848623,1225.85258827,799.544441128,740.188394748
8.072,770.255280476,1419.48468152,1226.70293506,799.956583508,740.611513288
8.074,770.709494676,1420.37128,1227.55365937,800.369038779,741.034884957
8.076,771.164003423,1421.25828165,1228.4047612,800.781806942,741.458509756
8.078,771.618806716,1422.14568649,1229.25624055,801.194887995,741.882387682
8.08,772.073904555,1423.0334945,1230.10809742,801.608281939,742.306518738
8.082,772.529296941,1423.9217057,1230.96033181,802.021988775,742.730902923
8.084,772.984983874,1424.81032008,1231.81294371,802.436008502,743.155540236
8.086,773.440965353,1425.69933764,1232.66593314,802.85034112,743.580430678
8.088,773.897241379,1426.58875838,1233.51930009,803.264986629,744.005574249
8.09,774.353811951,1427.4785823,1234.37304455,803.679945029,744.430970949
8.092,774.810677069,1428.3688094,1235.22716654,804.09521632,744.856620778
8.094,775.267836734,1429.25943968,1236.08166604,804.510800502,745.282523735
8.096,775.725290945,1430.15047315,1236.93654306,804.926697576,745.708679822
8.098,776.183039703,1431.04190979,1237.79179761,805.34290754,746.135089037
8.1,776.641083008,1431.93374962,1238.64742967,805.759430396,746.561751381
8.102,777.099420858,1432.82599262,1239.50343925,806.176266143,746.988666854
8.104,777.558053256,1433.71863881,1240.35982635,806.593414781,747.415835455
8.106,778.016980199,1434.61168818,1241.21659097,807.01087631,747.843257186
8.108,778.47620169,1435.50514073,1242.07373311,807.42865073,748.270932045
8.11,778.935717726,1436.39899646,1242.93125277,807.846738041,748.698860034
8.112,779.39552831,1437.29325537,1243.78914994,808.265138243,749.127041151
8.114,779.855633439,1438.18791746,1244.64742464,808.683851337,749.555475396
8.116,780.316033115,1439.08298273,1245.50607686,809.102877321,749.984162771
8.118,780.776727338,1439.97845118,1246.36510659,809.522216197,750.413103275
8.12,781.237716107,1440.87432282,1247.22451385,809.941867964,750.842296907
8.122,781.698999423,1441.77059763,1248.08429862,810.361832621,751.271743668
8.124,782.160577285,1442.66727563,1248.94446091,810.78211017,751.701443558
8.126,782.622449693,1443.56435681,1249.80500073,811.20270061,752.131396577
8.128,783.084616648,1444.46184116,1250.66591806,811.623603942,752.561602725
8.13,783.547078149,1445.3597287,1251.52721291,812.044820164,752.992062001
8.132,784.009834197,1446.25801942,1252.38888528,812.466349277,753.422774406
8.134,784.472884792,1447.15671332,1253.25093517,812.888191282,753.853739941
8.136,784.936229932,1448.0558104,1254.11336258,813.310346178,754.284958604
8.138,785.39986962,1448.95531066,1254.97616751,813.732813964,754.716430395
8.14,785.863803854,1449.85521411,1255.83934995,814.155594642,755.148155316
8.142,786.328032634,1450.75552073,1256.70290992,814.578688211,755.580133366
8.144,786.792555961,1451.65623053,1257.56684741,815.002094671,756.012364544
8.146,787.257373834,1452.55734352,1258.43116241,815.425814023,756.444848851
8.148,787.722486253,1453.45885969,1259.29585494,815.849846265,756.877586287
8.15,788.18789322,1454.36077903,1260.16092498,816.274191398,757.310576852
8.152,788.653594732,1455.26310156,1261.02637254,816.698849423,757.743820545
8.154,789.119590791,1456.16582727,1261.89219763,817.123820339,758.177317368
8.156,789.585881397,1457.06895616,1262.75840023,817.549104145,758.611067319
8.158,790.052466549,1457.97248823,1263.62498035,817.974700843,759.045070399
8.16,790.519346247,1458.87642348,1264.49193799,818.400610432,759.479326608
8.162,790.986520492,1459.78076191,1265.35927315,818.826832912,759.913835946
8.164,791.453989284,1460.68550353,1266.22698583,819.253368284,760.348598413
8.166,791.921752622,1461.59064832,1267.09507603,819.680216546,760.783614008
8.168,792.389810506,1462.4961963,1267.96354374,820.1073777,761.218882732
8.17,792.858162937,1463.40214745,1268.83238898,820.534851744,761.654404586
8.172,793.326809914,1464.30850179,1269.70161174,820.96263868,762.090179568
8.174,793.795751438,1465.21525931,1270.57121201,821.390738507,762.526207678
8.176,794.264987508,1466.12242001,1271.44118981,821.819151224,762.962488918
8.178,794.734518125,1467.02998389,1272.31154512,822.247876833,763.399023286
8.18,795.204343288,1467.93795095,1273.18227795,822.676915334,763.835810784
8.182,795.674462998,1468.84632119,1274.05338831,823.106266725,764.27285141
8.184,796.144877254,1469.75509461,1274.92487618,823.535931007,764.710145165
8.186,796.615586057,1470.66427121,1275.79674157,823.965908181,765.147692048
8.188,797.086589406,1471.573851,1276.66898448,824.396198245,765.585492061
8.19,797.557887301,1472.48383396,1277.54160491,824.826801201,766.023545203
8.192,798.029479743,1473.39422011,1278.41460286,825.257717048,766.461851473
8.194,798.501366732,1474.30500943,1279.28797833,825.688945786,766.900410872
8.196,798.973548267,1475.21620194,1280.16173132,826.120487415,767.3392234
8.198,799.446024348,1476.12779763,1281.03586182,826.552341935,767.778289057
8.2,799.918794976,1477.0397965,1281.91036985,826.984509346,768.217607842
8.202,800.391860151,1477.95219855,1282.7852554,827.416989648,768.657179757
8.204,800.865219872,1478.86500378,1283.66051846,827.849782842,769.0970048
8.206,801.338874139,1479.77821219,1284.53615904,828.282888926,769.537082972
8.208,801.812822953,1480.69182378,1285.41217715,828.716307902,769.977414273
8.21,802.287066313,1481.60583856,1286.28857277,829.150039769,770.417998703
8.212,802.76160422,1482.52025651,1287.16534591,829.584084527,770.858836261
8.214,803.236436673,1483.43507764,1288.04249657,830.018442176,771.299926949
8.216,803.711563673,1484.35030196,1288.92002475,830.453112716,771.741270765
8.218,804.186985219,1485.26592946,1289.79793045,830.888096147,772.18286771
8.22,804.662701312,1486.18196014,1290.67621367,831.32339247,772.624717784
8.222,805.138711951,1487.09839399,1291.55487441,831.759001683,773.066820987
8.224,805.615017136,1488.01523103,1292.43391267,832.194923788,773.509177318
8.226,806.091616868,1488.93247125,1293.31332845,832.631158783,773.951786779
8.228,806.568511147,1489.85011466,1294.19312174,833.06770667,774.394649368
8.23,807.045699972,1490.76816124,1295.07329256,833.504567448,774.837765086
8.232,807.523183343,1491.686611,1295.95384089,833.941741117,775.281133933
8.234,808.000961261,1492.60546394,1296.83476675,834.379227677,775.724755908
8.236,808.479033726,1493.52472007,1297.71607012,834.817027129,776.168631013
8.238,808.957400737,1494.44437937,1298.59775101,835.255139471,776.612759246
8.24,809.436062294,1495.36444186,1299.47980943,835.693564704,777.057140609
8.242,809.915018398,1496.28490753,1300.36224536,836.132302829,777.5017751
8.244,810.394269048,1497.20577638,1301.24505881,836.571353845,777.94666272
8.246,810.873814245,1498.12704841,1302.12824978,837.010717752,778.391803468
8.248,811.353653988,1499.04872362,1303.01181827,837.45039455,778.837197346
8.25,811.833788278,1499.97080201,1303.89576428,837.890384239,779.282844352
8.252,812.314217114,1500.89328358,1304.7800878,838.330686819,779.728744487
8.254,812.794940497,1501.81616833,1305.66478885,838.77130229,780.174897751
8.256,813.275958426,1502.73945626,1306.54986742,839.212230652,780.621304144
8.258,813.757270901,1503.66314738,1307.4353235,839.653471906,781.067963666
8.26,814.238877924,1504.58724167,1308.32115711,840.095026051,781.514876317
8.262,814.720779492,1505.51173915,1309.20736823,840.536893086,781.962042096
8.264,815.202975607,1506.43663981,1310.09395688,840.979073013,782.409461004
8.266,815.685466269,1507.36194365,1310.98092304,841.421565831,782.857133041
8.268,816.168251477,1508.28765066,1311.86826672,841.86437154,783.305058207
8.27,816.651331231,1509.21376086,1312.75598792,842.30749014,783.753236502
8.272,817.134705532,1510.14027424,1313.64408664,842.750921632,784.201667925
8.274,817.618374379,1511.06719081,1314.53256288,843.194666014,784.650352478
8.276,818.102337773,1511.99451055,1315.42141664,843.638723287,785.099290159
8.278,818.586595713,1512.92223347,1316.31064792,844.083093452,785.548480969
8.28,819.0711482,1513.85035957,1317.20025672,844.527776508,785.997924908
8.282,819.555995234,1514.77888886,1318.09024304,844.972772455,786.447621975
8.284,820.041136813,1515.70782133,1318.98060687,845.418081293,786.897572172
8.286,820.526572939,1516.63715697,1319.87134823,845.863703022,787.347775497
8.288,821.012303612,1517.5668958,1320.7624671,846.309637642,787.798231951
8.29,821.498328831,1518.49703781,1321.6539635,846.755885153,788.248941534
8.292,821.984648597,1519.427583,1322.54583741,847.202445556,788.699904246
8.294,822.471262909,1520.35853137,1323.43808884,847.649318849,789.151120087
8.296,822.958171768,1521.28988292,1324.3307178,848.096505034,789.602589056
8.298,823.445375173,1522.22163765,1325.22372427,848.544004109,790.054311155
8.3,823.932873124,1523.15379556,1326.11710826,848.991816076,790.506286382
8.302,824.420665622,1524.08635666,1327.01086977,849.439940934,790.958514738
8.304,824.908752667,1525.01932093,1327.9050088,849.888378683,791.410996223
8.306,825.397134258,1525.95268839,1328.79952535,850.337129323,791.863730836
8.308,825.885810395,1526.88645902,1329.69441941,850.786192855,792.316718579
8.31,826.374781079,1527.82063284,1330.589691,851.235569277,792.76995945
8.312,826.864046309,1528.75520984,1331.48534011,851.685258591,793.22345345
8.314,827.353606086,1529.69019002,1332.38136673,852.135260795,793.677200579
8.316,827.843460409,1530.62557338,1333.27777088,852.585575891,794.131200837
8.318,828.333609279,1531.56135992,1334.17455254,853.036203878,794.585454224
8.32,828.824052695,1532.49754964,1335.07171173,853.487144756,795.039960739
8.322,829.314790658,1533.43414254,1335.96924843,853.938398525,795.494720384
8.324,829.805823167,1534.37113862,1336.86716265,854.389965185,795.949733157
8.326,830.297150223,1535.30853789,1337.76545439,854.841844736,796.404999059
8.328,830.788771825,1536.24634033,1338.66412365,855.294037179,796.860518089
8.33,831.280687973,1537.18454596,1339.56317043,855.746542512,797.316290249
8.332,831.772898668,1538.12315477,1340.46259473,856.199360737,797.772315538
8.334,832.26540391,1539.06216675,1341.36239655,856.652491853,798.228593955
8.336,832.758203698,1540.00158192,1342.26257589,857.10593586,798.685125501
8.338,833.251298032,1540.94140027,1343.16313275,857.559692758,799.141910176
8.34,833.744686913,1541.8816218,1344.06406712,858.013762547,799.59894798
8.342,834.238370341,1542.82224651,1344.96537902,858.468145227,800.056238912
8.344,834.732348315,1543.7632744,1345.86706844,858.922840798,800.513782974
8.346,835.226620835,1544.70470548,1346.76913537,859.377849261,800.971580164
8.348,835.721187902,1545.64653973,1347.67157982,859.833170614,801.429630483
8.35,836.216049515,1546.58877717,1348.5744018,860.288804859,801.887933931
8.352,836.711205675,1547.53141778,1349.47760129,860.744751995,802.346490508
8.354,837.206656381,1548.47446158,1350.3811783,861.201012022,802.805300214
8.356,837.702401634,1549.41790855,1351.28513283,861.657584939,803.264363048
8.358,838.198441433,1550.36175871,1352.18946488,862.114470749,803.723679011
8.36,838.694775779,1551.30601205,1353.09417445,862.571669449,804.183248103
8.362,839.191404671,1552.25066857,1353.99926154,863.02918104,804.643070324
8.364,839.68832811,1553.19572827,1354.90472615,863.487005523,805.103145674
8.366,840.185546095,1554.14119115,1355.81056828,863.945142896,805.563474153
8.368,840.683058626,1555.08705722,1356.71678792,864.403593161,806.02405576
8.37,841.180865704,1556.03332646,1357.62338509,864.862356317,806.484890496
8.372,841.678967329,1556.97999888,1358.53035977,865.321432363,806.945978361
8.374,842.1773635,1557.92707449,1359.43771198,865.780821301,807.407319355
8.376,842.676054217,1558.87455327,1360.3454417,866.240523131,807.868913478
8.378,843.175039481,1559.82243524,1361.25354894,866.700537851,808.33076073
8.38,843.674319291,1560.77072039,1362.16203371,867.160865462,808.79286111
8.382,844.173893648,1561.71940872,1363.07089599,867.621505964,809.255214619
8.384,844.673762552,1562.66850023,1363.98013579,868.082459358,809.717821257
8.386,845.173926001,1563.61799492,1364.88975311,868.543725643,810.180681024
8.388,845.674383998,1564.56789279,1365.79974795,869.005304818,810.64379392
